id,text,label
1162273757144047616,@USER This is a disgusting thing for an elected official to say. The Constitution is not your toy.,OFF
1156960717666443264,hav put an apostrophe in im when i say it before chagnkyun so ppl dont thimk im just sayign his whole ass name for no reason,NOT
1158466357912113155,Are you single and horny or I should mind my own business ??😒🙄,NOT
1160721975561658369,I just need John Dorie to continue being the amazing human he is #FearTWD,NOT
1156720953390444545,"Honestly, that seems totally appropriate under the circumstanceshe sounds high.",NOT
1161883197543632897,not to brag but i can ‘🥺’ myself out of just about anything,NOT
1157797517620371458,@USER @USER That would be the end of days..,NOT
1152840446973845505,I just pray I become the person I know I’m meant to be.,NOT
1160574336631300097,"Abuja ! Coming home to celebrate with you this weekend, stay tuned for the details 💕",NOT
1162242297943035904,"@USER She looked confused, and we never spoke of that again...lol",NOT
1160153063983845379,Broony bringing the 5* skills oot the bag there,NOT
1186338372211675143,Im watching the mbmbam show with my mom,NOT
1185650185499762689,@USER It will get to a time Courtois won't be able to save even a phone number,NOT
1186024638264025089,Just let go and trust God.,NOT
1159339600348758017,If “I’ll Make a Man Out of You” from the Mulan soundtrack doesn’t get you friggin jazzed...there’s something wrong with you.,NOT
1159882757763411968,@USER Lol dogged the bullet right there 😅,NOT
1188202526564372480,“be with someone who is not only proud to have you but will also take a risk to be with you.”,NOT
1160948727596625921,Well that’s the only song I know by bro!,NOT
1185855990102708224,@USER Folk on this do stuff for clout 💀 he could have kept it moving,NOT
1161763680700293120,@USER @USER @USER @USER Like people can’t honestly think this man was in the wrong,NOT
1156593630968188928,"Lets compare their vocals too,what do you think?@USER @USER @USER he didn't LIE",NOT
1155600336863686656,@USER Incidentally the Cities of Lit are drafting a Green standard for writers festivals,NOT
1161413221787607040,@USER ...you sure you aren't talking about the DNC here?,NOT
1157511604419928066,Like Fr and beat some people up for me too lmao@ my soulmate. it’s really getting ghetto out here pls come scoop,NOT
1157127817882198016,@USER Perfectly analogous to skyscraper opponents in Manhattan. It's Manhattan! Most of the Earth does not have a viable skyscraper market,NOT
1159282737750167553,Ready to get off to a blunt and my favorite person 💯,NOT
1187807452508631040,@USER @USER come see the comments. I'm finished 😂😂😂🤣🤣🤣🤣,NOT
1161666915665924098,@USER @USER @USER Excuse me @USER wants his satirical schtick back.,NOT
1187400625681768448,@USER @USER ...and many remained behind and died of starvation.,NOT
1161256363042852865,@USER I bought it online but the store is no longer available 🙃🙃 buttttt you can still get them online!,NOT
1187899157001977856,"And I swear , to be with I swear it drives me insane",NOT
1161111693214138370,"@USER @USER Of all ways to become Fredo, Chris had to be wrong about Fredo.",NOT
1161472189385924608,@USER I thought that said socks and honestly same,NOT
1160067182140592128,"@USER @USER If it sounds like a soy boy, it must be a soy boy.",NOT
1187381244201525249,@USER girl what did you do abt it ???,NOT
1159709042404499457,"@USER @USER he’s not a clown, he’s the whole circus",NOT
1187938105392676864,i wonder who's that girl,NOT
1161321475711918087,@USER It's pretty enjoyable until u get to the endgame with no one to do shit with!!,NOT
1159507716236353536,"Scottish OH says, “I am a Socialist, not a Nationalist, but if #Brexit happens, I would want Scotland to be independent. #IndyRef2",NOT
1160258130279878656,i love when i get my nails done and i start typing on my phone like CLICKITY CLICK CLACK the bad bitch is back 🤣🤣🤣🤣😭😭😭,NOT
1160698692367765504,@USER @USER @USER I don't think God supports animal abuse or discrimination...,NOT
1160359638686228487,@USER I love Bill Maher his truth is amazing  Your a liar,NOT
1159435817573502976,"Congrats luv, @USER and the rest of PETRON TEAM!",NOT
1186907643799052288,Females really be propping their phone up and shake their ass for the internet 🤣🤣,OFF
1161001497146138624,"and quite rightly so, the man is not a clown but a very dangerous man, who has no moral compass at all@zokko10 I am scared to death of what he is signing now I really am .",NOT
1187203489526636544,Seal of Wock $1500 Miami Tap In.,NOT
1156994419125563392,@USER @USER and they probably had a heads up so it was timed anyway,NOT
1162050206445256704,@USER @USER @USER totally agreed! i am sure they're going to win! ❤️✨,NOT
1188225293523312640,@USER He hugged her back as the baby scorpion crawled up to his shoulder and stayed there.   He pat the female's head.,NOT
1159998038158565376,@USER Do you remember about when we got it the last time,NOT
1159361079903789056,there’s so many pretty people in this world it’s not fair 😡😡😡,NOT
1186038274168688640,Just walked in a bathroom after a girl used it and there is pee on the seat   2019 is a weird time man,NOT
1160774127390793728,Let’s smash this week out the park.,NOT
1161814855449362432,"@USER Also, the prisoner in question hasn't been convicted of anything.",NOT
1187909193564594176,"@USER Literally every Kingdom Hearts game (late to the party, I know).",NOT
1188596090662281216,No I’m sure you’re not the only person on crack.I can’t be the only who likes peanut butter and ham. 😂,NOT
1187570667790594053,@USER @USER @USER Great game can't for the next game,NOT
1159494864972800006,"Everything’s gonna be alright, everything’s gonna be just fine.",NOT
1186282604804427782,When you start minding your own business you start to realize just how much shit isn’t your business. Lol,OFF
1187937515027795969,@USER Hugging a purring cat boy close to keep her warm and comphee under the blankets is guaranteed to improve sleep..!,NOT
1156764810928955394,Thanks to @USER I’m craving PBJ sandwiches 😑😑,NOT
1161510953508319234,"Ha hehe he, that separates the hardworking decent folks.",NOT
1160491109887295488,@USER @USER And the worst part is The Mooch will still run around calling Mr. Trump (said in his stupid tone) an ok guy.,OFF
1161919368336420864,"@USER Me neither. Just because aftermovie followed a new actor ? But why say he’s Ken, i don’t get it",NOT
1160891803194839040,@USER @USER might wanna get some pills for that,NOT
1161378916118028290,@USER @USER This is the same state that wants to fly the confederate flag. 🙄,NOT
1156798354728185856,Gonna watch about an hour of dk’s stream then ima go to sleep,NOT
1186461856832999425,@USER @USER I would love to hear #MakeItRight by @USER ft Lauv!,NOT
1186821396447596546,"but yeah they never really said anything beyond announcing that ""horror"" version of the manhua afaik which is unfortunate",NOT
1187399215095386112,Is he bothering you queen?,NOT
1160423464643096577,I gave all the love i have and now theres nothing left for myself,NOT
1186883166599991296,All the best @USER streams are going away. Unfortunate.,NOT
1159398462846226432,bro you ever see the complete opposite side of someone and you’re just like wow what the hell is this shit bc same,OFF
1157172645688946689,@USER Tired from being with the other girl lmfaooo,NOT
1187099197948006400,@USER @USER I hope this end well for both of you🚶🏾‍♂️🚶🏾‍♂️,NOT
1186994302846668801,@USER I’m laughing way to hard because of my last meme,NOT
1159977252332773376,@USER @USER I guess it would make sense his toes are yellow and Krusty.,NOT
1187561254937907200,also I passed the biliteracy test so we r vibing 😎😎😎,NOT
1186922089355337728,"@USER 😂😂 Bado ni washenzi tu there has to a catch to this, it’s never that straight forward in Kenya 😏😏😏",NOT
1159968448044314625,"@USER ""Know your enemy""...that's why I read it. In an English translation first, then in German.",NOT
1186952267615748096,The bourgeoisie will come and save us. Have faith,NOT
1186724496016920577,imagine having a boy overnight in yo🤢🤢🤢 imagine having a boy overnight in your dor🤢🤢🤢🤢 i cant even say it 🤮🤮🤮,NOT
1160665427619602435,"@USER Plenty of air b n b around here. DM me and I'll suss it for you if know dates. You can swim, fish and Galway city 20 mins away",NOT
1188444248741298176,"@USER Fine by me for years, until trump, I thought the elections were fixed. I really don't like outside interference but....",NOT
1186523181563015170,"@USER Yea😂 it looks even cuter than in the web, hows that possible💀",NOT
1160293506662961153,@USER @USER @USER Aubrey’s Angels are almost as bad as the Bey Hive,NOT
1159968478809350144,hanbin should not trust others and devote too much. The world is too cruel,NOT
1159743101025411072,“I may be weak But Your Spirit strong in me My flesh may fail My God You never will”,NOT
1157521333304954880,Swifties teasing Lover omfg I'm so excited and ready  #MTVHottest Taylor Swift,NOT
1186154964936220672,@USER @41Strange Poor skeleton hes an anthopomorphised representation of the internet...no wonder he eats people,NOT
1158522682083725313,It should be illegal to ruin people’s lives and then play the fuckinf victim,NOT
1187553634055122944,"Tall shoes 😆Fellas, have you ever wore your tall shoes(your timbs) on purpose your first time meeting a woman in hopes of being more attractive to her?",NOT
1158565948221272065,hyunggu with kids always sends me into crying hours,NOT
1156686820148731904,@USER I may be willing to travel to California for doctor's office visit experiences like that.,NOT
1185605145842868225,"50 goals for City at 22 years of age for Gabriel Jesus, ffs this kid is brazy",NOT
1157112437738311681,@USER I was like hm I can’t see her tweet lemme click on it &amp; I was blocked 😂 BUT look I was always nice to her so now I’m shook,NOT
1161833218447945728,Ego Death was all I needed to listen to. I’m relaxed now,NOT
1188595130137104385,You look like there's something on your mind. Would you like a cup of tea and a long talk? I'll listen to what you have to say.,NOT
1186075126225342464,"Some of them want to determine you, some of them want to be determined by you.",NOT
1186143165050277888,"@USER It's because I am God's gift to the world tira! I have the power of video games, anime, furry and GOD on my side! REEEEEEEE",NOT
1187979624728293377,@USER @USER @USER Wag the Dog 🐶,NOT
1161419144228560896,"I kinda just wanna fuck off to the Swiss Alps for a couple years, live in a small town in the mountains. Kelowna is boring and I'm over it 😴",NOT
1187096325063618562,Where are those DMX challenge videos now?Oh you like Future? Name all of his kids,NOT
1161976151633514496,"@USER You should started with manga before the big guns, somethin like tokyo akazukin should have been fine",NOT
1156911056394096640,@USER @USER Maybe he thinks Killary won?,NOT
1162411168113147905,I took the plunge and tried to clean spyware off the work machine and so far it's not going well. This thing has it bad.,NOT
1186117911217242113,Do any of my followers have an IUD / Birth control implant. What’s that like,NOT
1186931646978646016,"The richer you get, the more expensive happiness becomes.  LOUDRE ForMYXKiligLiveChat",NOT
1158472558536265733,i thought that i was dreaming when u said u loved me,NOT
1188071982912290817,Rage on 眩しい光 鋭く目を背ける一瞬へ the sun is blazing on my armor 振り向く暇はないんだ on your mark 後戻り出来ない get set 響く go (Rage on/OLDCODEX),NOT
1160189158213771264,@USER Whew..good to know I’m not the only one that enjoys spoons of peanut butter for lunch!,NOT
1188530122464354305,@USER Kane sums them up perfectly. Very talented but always looking for the easy way and stuff to be given to them,NOT
1159404334444097537,@USER With United it's about whether or not the players can be asked not if they're good enough,NOT
1186278812394381313,I’m so excited for all the projects I’ve got coming up but I’ve learnt from my mistake of premature sharing.,NOT
1159255064504143872,"@USER @USER The way he said the ""oh sorry"" sef",NOT
1161029812129030145,"I dead ass ate 6 slices of pizza, I’ve never ate more than 3 in my life!!",NOT
1160033069312688129,@USER @USER The worst part is you know he's subtweeting someone who's gonna see this,NOT
1161408834650308608,I have no type of game. The only thing I got in my bag is how to be sarcastic 😩😩😂,NOT
1160500159794438145,Dude got beat up and got his shit took again 🤦🏽‍♂️ 😂💀,OFF
1159334101209370625,is love island just as good as are you the one??,NOT
1162539794746007552,This is going to be nuts. #NASCAR #FoodCity300 @USER,NOT
1156440605758828545,"@USER This doesn't mean much, probably more like ""who the fuck is this lady""",OFF
1156355634574454784,Both Ross singles🔥🔥🔥🔥i know port of Miami 2 about to be insane with the production,NOT
1162092051619438594,I would visit way more websites if the cookies I had to accept were Girl Scout cookies.,NOT
1187892111032471554,@USER @USER @USER This isn’t rainbow-brite story hour . You are not in a safe space,NOT
1187111618276155394,@USER You’re riding this man 🍆 lol he’s not going to give you free tickets 😂,NOT
1155940271978233856,Thinking about how I was so obsessed w Katy Perry in 8th grade that I lied and told people I was from California the mental illness,NOT
1188564624779759617,It aint NO going back ! It went like that so thats what it is 💯,NOT
1159350152865488897,Anyone else found Spotify hopelessly slow since the last major update on Android?,NOT
1186843627294732288,"@USER LMAOO forreal, no one wanted to watch that game anymore",NOT
1159278807712485377,@USER yo how much I gotta pay for a ticket into heaven,NOT
1160223909674749952,@USER @USER @1abuazzam Wonder what would make duts so unpopular to all the rest of us.,NOT
1156147834925617153,@USER I like the tea already. Please remind for this later on weekend.,NOT
1187889237816938496,@USER cause you are !! you a bad bitch and i love it 😌❤️,NOT
1185930441137651713,"Lately,my mum heard #Samajavaragamana   She just was praising the lyrics and composition  Thaman Gaaru she loved the song   @USER",NOT
1161668956878454784,@USER Being young and tryna build credit blows,NOT
1154756848920276993,"""Paper Boy, Paper Boy, all I do is paper, boy...""",NOT
1160789950486503425,@USER @USER Draymond was also 7th in MVP voting and posted some of the best impact metrics ever at his position.,NOT
1160958911295475713,"@USER I boarded on lothian Road. People have got off now, they are sitting down, but stood from commonwealth to sheriffhall",NOT
1157383279840059402,How did we bottle ucl football man? One whole season without it is actually depressing,NOT
1157115513652203521,"You cannot always wait for the perfect time, Sometimes you must dare to jump 🙌 #SooraraiPottru .............! 🙏",NOT
1188054790636494848,@USER @USER @USER Sorry I meant open to working with Biden. Damn Twitter not allowing edits.,NOT
1156612485136474112,@USER @USER He cares and is very much interested to help out!,NOT
1160607978149601280,I just clocked Chelsea are in the CL too lol nah man they’re so done out ere,NOT
1186846453223829504,😳this literally just made me sick to my stomach. people are disgusting.Y’all were making fun of the mf amber alert and that little girl’s body was found in a dumpster today. It’s a sad world we live in.,NOT
1187129690395299841,"#ThingsUnspoken 🌷  A lot of the times it’s not about HOW MUCH you know, but WHO you know. Networking makes a difference.",NOT
1186995774623752192,@USER I’ve smoked w/ plenty of c’s 😭😭😭😭,NOT
1158169460244733952,@USER You ain’t getting any money out of him.,NOT
1158741524596908032,"@7Ten @USER They had one in a pub I used to go to as a student, would waste £££s trying to win crap electronics while drunk",NOT
1188014275127922688,Me: I’m going to read for 6 hours today Also me: eats &amp; sleeps for the 25 hours                  left in a day,NOT
1188610807090896896,Rt and Tweet your current location and lemme see something.,NOT
1161489351156613120,"We had a REALLY good mix of ages, sexes, and ethnicities within the department that I worked for.",NOT
1161124947416293377,creepy cam is the boyfriend we all had in high school when they said they were going to kill thenseleves if you broke up with them,NOT
1155739393870536704,i can't believe im being forced to live through a second magcon,NOT
1188150252823597058,@USER @USER @USER @USER @USER @USER @USER The more the merrier 😁,NOT
1186466919223721985,@USER I guess these 2 students are going to win a large amount of money from UConn endowment in the future,NOT
1185915552881106944,"@USER It's not very nice weather at the moment, but it was a good moment to have a inspection!!💜",NOT
1159298052064272390,In 10 games at Camden Yards the Yankees hit 43 home runs and Baltimore scored 44 runs total.,NOT
1158613842953428992,i brought up sonic highschool 2 days ago and now @USER is fuckin playing amazing guitar music and spending 4 hours reading fanfiction,NOT
1159587885659672577,"And then you have the unhappy couples who just sit next to each other, eat, complain about the food and leave. #sittingatthebarcommentary",NOT
1157023291032215552,New friend I’ve made recently texted “I love you” out the blue and I wanted to let y’all know that type of energy is always welcome,NOT
1187775664201580546,@USER But I thought only men had waffles for brains?,NOT
1188150575881310208,Don’t get a middle part weave if your leave out stops at your eyebrows 😭 take care of your hair sis,NOT
1159927251649159168,@USER Complete fuckwit - shouldn't have been allowed back after that filthy spitting episode.,NOT
1188079491010174976,@USER when are you going to posting the YouTube videos of all the acts from last night ? I absolutely loved it btw thank you so much,NOT
1188307756324929536,"Imagine liking your friends significant other, couldn’t be me though lol 👀",NOT
1160440466711744512,@USER I actually have a few things that would go perfect with them!!,NOT
1155535785434726401,bitches wanna call me ugly to reassure their girlfriends but will screenshot my snap stories with me being cute as fuck? mental illness,OFF
1162515368537182208,"niggas behave like that on the tl, in the DMs, the texts, shit in person 😂A nigga a have a whole ass family with a dog at home, and you wouldn’t even know it by the way he carries himself on social media.",OFF
1162281496826146816,Let's be real: the only Beyoncé song even REMOTELY close to as perfect as All Night is Wake Up.,NOT
1188278003949854722,@USER Awww man!!! I made it to Twitter and I don’t even get on like that. Lol. Thanks for sharing and supporting 🥰,NOT
1161419048040718339,Anal for who?,NOT
1180352322574176256,"I need water, I need to lie down, I need an emotional support Gerardo Parra",NOT
1187172933942136832,@USER @USER Yep! I love the Ribeye!,NOT
1155800915879825409,@USER I think only Japan is on top of that. The rest of the world needs to catch up!,NOT
1162085572732571648,His voters have to have the IQ of a shoe size to reelect this clown!,NOT
1188232572775665664,The only thing good about dinner was the cheese sticks. Thank God we had that to eat cause everything else was trash.,NOT
1187677122346848256,"First assignment marked, small improvements but all in all very happy and now time to relaaaaaax ☕ #student #psychologystudent #anyonefortea",NOT
1155660196569653248,watching big mouth all over again for the 9th time lmao i love it,NOT
1188161191878639618,Why is the Christian God depicted as an old white man. I wonder.,NOT
1162528264511881216,If I was you I would get really drunk and tell somebody I was pregnant,NOT
1159344503246839809,Such a kretin is it bruv? Bantering your own blud in front of your new fam thinking you fresh. F*ckin hamroll,NOT
1187285177732620289,@USER I’m thinking we may need to get some resource to make some short video lectures,NOT
1187723252342362112,I told my bf I don’t want anything for my bday lol I just know he’s got something up his sleeve 😩,NOT
1187825882028793856,@USER Omg not even by episode 8? What the heck. 😭,NOT
1157064231847636992,I can’t wait to finally start my career!🙏🏼 #almostthere ✨,NOT
1157229084696616960,"@USER @USER Not at all, that’s the whole point.. to fall in love with your own writing",NOT
1158012526153609217,"@USER When idiots like you , use color to judge a population , you are the definition of racism  . Your a racist and and racebaiter",NOT
1161726544634613762,"Someone pass the smelling salts to @USER, please.#49ers Jimmy Garoppolo had 5 consecutive passes intercepted, by Moore (2), Sherman, Tartt, Whitherspoon  Broke streak with TD to Jalen Hurd",NOT
1161127128211087360,1 second in and my ears r bleeding,NOT
1187925341550960641,@USER @USER we are.  we've been in endgame for the literal time of endgame.  3h.,NOT
1155856540764647424,"Yessss these the vibes I needNew week , new goals , new headspace. Focused on the bigger picture of things.",NOT
1160703413086146560,"@USER you should, I had to learn the hard way",NOT
1187796601710010368,@1_of_99 @USER no corbyn et al are the grave diggers,NOT
1156736426085666816,@USER Hahahahaha! Hardly. He’s holding his own no matter how bad the media wants this to be a tight race. Great night for Biden.,NOT
1187663965414969344,@USER Hard work is worth honoring kudos to u and ur hard working work force,NOT
1157914211667849216,@USER Who are you using to aggregate the data now #CambridgeAnalytics are no more?,NOT
1157502560460296193,"@USER You of all people,  Charlie. Trust the plan.",NOT
1156304638955704321,"@2Ls1T Ha, OK I’ll give you that one",NOT
1159674947385659392,or don’t that’s fine too lmao,NOT
1159306959645888512,"@USER @USER So, when is it going back to beta?",NOT
1186369313348866048,@USER it's Disgusting that you compete in women's sports.  Your a GUY!,NOT
1187366609972846597,I hate feeling so out of place in every aspect of my life.,NOT
1156247765221089280,@USER Is this what goes through every dude’s head before he comments on a woman’s post? 🤔,NOT
1185981609041911815,@USER You forgot about the horse  👀 😬,NOT
1162510556349308932,Trinity leads Douglass 31-0 after a 41-yard TD pass.  I have seen enough. Time to get back to work.,NOT
1155998274735599616,"@USER Fuck You, and Her!!!       Mississippi too for that matter... #VetsResistSquadron",OFF
1157408416362639366,"When I’m in the basement, I’m near the router yet my WiFi sucks and I have to go off it",NOT
1186329597907996672,g my angel numbers be shouting at the top of their lungs at me can they pipe down,NOT
1159815007321935872,@USER U2  And don’t worry someone as strong as you will make it out fine,NOT
1186049191690358785,@USER @USER The world needs to dump the usd.,NOT
1187417754997022720,@USER @USER That would be great omg,NOT
1187195159370457088,Is it just me or is the internet crawling today ?,NOT
1159772457055793152,@USER Too much for the shit he's Saying,OFF
1186408340768874496,I’m taking risk so we don’t do the same things forever,NOT
1187586382979575808,@USER @USER My God @USER is the most gorgeous women on the planet. And she can play such a dominant badass!,NOT
1186227714916802561,@USER @USER This kinda reminds me of that one chick from divergent,NOT
